	world	description	category	animating	footprintx	footprintz	height	filename	seqname	seqnameshad	animtrans	shadtrans	hitdensity	metal	damage	indestructible	seqnamereclamate	energy	seqnameburn	seqnameburnshad	featureburnt	burnmin	burnmax	sparktime	spreadchance	burnweapon	seqnamedie	featuredead	flamable	reclaimable	featurereclamamate	reproduce	reproducearea	blocking	geothermal	object	autoreclaimable	featurereclamate	nodisplayinfo	permanent
Water\ANEMONES.anemone07	water	Anemone	anemones	0	2	2	1	anemones	anemonie07		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone08	water	Anemone	anemones	0	2	2	1	anemones	anemonie08		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone09	water	Anemone	anemones	0	2	2	1	anemones	anemonie09		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone10	water	Anemone	anemones	0	2	2	1	anemones	anemonie10		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone11	water	Anemone	anemones	0	2	2	1	anemones	anemonie11		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone12	water	Anemone	anemones	0	2	2	1	anemones	anemonie12		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone13	water	Anemone	anemones	0	2	2	1	anemones	anemonie13		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone14	water	Anemone	anemones	0	2	2	1	anemones	anemonie14		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone15	water	Anemone	anemones	0	2	2	1	anemones	anemonie15		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone16	water	Anemone	anemones	0	2	2	1	anemones	anemonie16		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone17	water	Anemone	anemones	0	2	2	1	anemones	anemonie17		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone18	water	Anemone	anemones	0	2	2	1	anemones	anemonie18		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone19	water	Anemone	anemones	0	2	2	1	anemones	anemonie19		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone20	water	Anemone	anemones	0	2	2	1	anemones	anemonie20		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone21	water	Anemone	anemones	0	2	2	1	anemones	anemonie21		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone22	water	Anemone	anemones	0	2	2	1	anemones	anemonie22		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone23	water	Anemone	anemones	0	2	2	1	anemones	anemonie23		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone24	water	Anemone	anemones	0	2	2	1	anemones	anemonie24		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone25	water	Anemone	anemones	0	2	2	1	anemones	anemonie25		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone26	water	Anemone	anemones	0	2	2	1	anemones	anemonie26		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone27	water	Anemone	anemones	0	2	2	1	anemones	anemonie27		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone28	water	Anemone	anemones	0	2	2	1	anemones	anemonie28		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone29	water	Anemone	anemones	0	2	2	1	anemones	anemonie29		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone30	water	Anemone	anemones	0	2	2	1	anemones	anemonie30		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone31	water	Anemone	anemones	0	2	2	1	anemones	anemonie31		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone32	water	Anemone	anemones	0	2	2	1	anemones	anemonie32		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone33	water	Anemone	anemones	0	2	2	1	anemones	anemonie33		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone34	water	Anemone	anemones	0	2	2	1	anemones	anemonie34		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone35	water	Anemone	anemones	0	2	2	1	anemones	anemonie35		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone36	water	Anemone	anemones	0	2	2	1	anemones	anemonie36		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone37	water	Anemone	anemones	0	2	2	1	anemones	anemonie37		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone38	water	Anemone	anemones	0	2	2	1	anemones	anemonie38		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone39	water	Anemone	anemones	0	2	2	1	anemones	anemonie39		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone40	water	Anemone	anemones	0	2	2	1	anemones	anemonie40		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone41	water	Anemone	anemones	0	2	2	1	anemones	anemonie41		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone42	water	Anemone	anemones	0	2	2	1	anemones	anemonie42		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone43	water	Anemone	anemones	0	2	2	1	anemones	anemonie43		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone44	water	Anemone	anemones	0	2	2	1	anemones	anemonie44		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone45	water	Anemone	anemones	0	2	2	1	anemones	anemonie45		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone46	water	Anemone	anemones	0	2	2	1	anemones	anemonie46		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone47	water	Anemone	anemones	0	2	2	1	anemones	anemonie47		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone48	water	Anemone	anemones	0	2	2	1	anemones	anemonie48		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone49	water	Anemone	anemones	0	2	2	1	anemones	anemonie49		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone50	water	Anemone	anemones	0	2	2	1	anemones	anemonie50		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone51	water	Anemone	anemones	0	2	2	1	anemones	anemonie51		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone52	water	Anemone	anemones	0	2	2	1	anemones	anemonie52		0	1	100		2000	1																		0					1	1
Water\ANEMONES.anemone53	water	Anemone	anemones	0	2	2	1	anemones	anemonie53		0	1	100		2000	1																		0					1	1
Water\aquacoral.AquaCoral01	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral01		0	1	100		2000	1																		1					1	1
Water\aquacoral.AquaCoral02	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral02		0	1	100		2000	1																		0					1	1
Water\aquacoral.AquaCoral03	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral03		0	1	100		2000	1																		0					1	1
Water\aquacoral.AquaCoral04	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral04		0	1	100		2000	1																		0					1	1
Water\aquacoral.AquaCoral05	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral05		0	1	100		2000	1																		0					1	1
Water\aquacoral.AquaCoral06	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral06		0	1	100		2000	1																		0					1	1
Water\aquacoral.aquacoral07	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral07		0	1	100		2000	1																		0					1	1
Water\aquacoral.aquacoral08	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral08		0	1	100		2000	1																		0					1	1
Water\aquacoral.aquacoral09	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral09		0	1	100		2000	1																		0					1	1
Water\aquacoral.aquacoral10	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral10		0	1	100		2000	1																		0					1	1
Water\aquacoral.aquacoral11	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral11		0	1	100		2000	1																		0					1	1
Water\aquacoral.aquacoral12	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral12		0	1	100		2000	1																		0					1	1
Water\aquacoral.aquacoral13	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral13		0	1	100		2000	1																		0					1	1
Water\aquacoral.aquacoral14	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral14		0	1	100		2000	1																		0					1	1
Water\aquacoral.aquacoral15	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral15		0	1	100		2000	1																		0					1	1
Water\aquacoral.aquacoral16	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral16		0	1	100		2000	1																		0					1	1
Water\aquacoral.aquacoral17	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral17		0	1	100		2000	1																		0					1	1
Water\aquacoral.aquacoral18	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral18		0	1	100		2000	1																		0					1	1
Water\aquacoral.aquacoral19	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral19		0	1	100		2000	1																		0					1	1
Water\aquacoral.aquacoral20	water	Coral	aquacorals	0	2	2	1	aquacoral	aquacoral20		0	1	100		2000	1																		0					1	1
Water\CORALS.Coral01	water	Coral	corals	0	3	3	120	Coral	coral01	coralshad01	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral02	water	Coral	corals	0	2	3	120	Coral	coral02	coralshad02	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral03	water	Coral	corals	0	2	4	120	Coral	coral03	coralshad03	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral04	water	Coral	corals	0	5	3	120	Coral	coral04	coralshad04	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral05	water	Coral	corals	0	5	5	120	Coral	coral05	coralshad05	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral06	water	Coral	corals	0	3	3	120	Coral	coral06	coralshad06	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral07	water	Coral	corals	0	4	5	120	Coral	Coral07	coralshad07	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral08	water	Coral	corals	0	5	4	120	Coral	Coral08	coralshad08	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral09	water	Coral	corals	0	4	4	120	Coral	Coral09	coralshad09	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral10	water	Coral	corals	0	5	4	120	Coral	Coral10	coralshad10	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral11	water	Coral	corals	0	4	5	120	Coral	Coral11	coralshad11	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral12	water	Coral	corals	0	4	5	120	Coral	Coral12	coralshad12	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral13	water	Coral	corals	0	6	3	120	Coral	Coral13	coralshad13	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral14	water	Coral	corals	0	4	5	120	Coral	Coral14	coralshad14	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral15	water	Coral	corals	0	4	4	120	Coral	Coral15	coralshad15	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral16	water	Coral	corals	0	3	3	120	Coral	Coral16	coralshad16	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral17	water	Coral	corals	0	5	9	120	Coral	Coral17	coralshad17	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral18	water	Coral	corals	0	4	8	120	Coral	Coral18	coralshad18	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral19	water	Coral	corals	0	6	9	120	Coral	Coral19	coralshad19	0	1	100		2000	1																		1					1	1
Water\CORALS.Coral20	water	Coral	corals	0	7	1	120	Coral	Coral20	coralshad20	0	1	100		2000	1																		1					1	1
Water\kelp.Kelp-WithShadow	water	seaweed	kelp	0	5	5	250	kelp	kelp01	kelp01shad	0	1	100		2000	1																		1					1	1
Water\kelp.Kelp-NoShadow	water	seaweed	kelp	0	5	5	250	kelp	kelp01		0	1	100		2000	1																		1					1	1
Water\metal.WaterAquaOre1	water	Metal	metal	0	3	3	4	WaterAquaOre	wateraquaore1		0	1	5	86	32009	1																								
Water\metal.WaterAquaOre2	water	Metal	metal	0	3	3	4	WaterAquaOre	wateraquaore2		0	1	5	127	32009	1																								
Water\metal.WaterAquaOre3	water	Metal	metal	0	3	3	4	WaterAquaOre	wateraquaore3		0	1	5	223	32009	1																								
WetDesert\metal.WetMetal01	WetDesert	Metal Deposit	metal	0	3	3	0	wetmetal	metal01		0	1	5	122	32009	1																								
WetDesert\metal.WetMetal02	WetDesert	Metal Deposit	metal	0	3	3	0	wetmetal	metal02		0	1	5	76	32009	1																								
WetDesert\metal.WetMetal03	WetDesert	Metal Deposit	metal	0	3	3	0	wetmetal	metal03		0	1	5	223	32009	1																								
WetDesert\rocks.WetRock01	WetDesert	Rock	rocks	0	3	2	31	wetrocks	rock01	rock01shad	0	1	100	50	2000		rock01rec										rock01boom	wetcrush32		1				1				wetrock01scar		
WetDesert\rocks.WetRock01Scar	WetDesert	Damaged Terrain	scars	0	3	2	0	wetscars	rock01scar		0	1	100		20000													wetrock01scar						0						
WetDesert\rocks.WetRock02	WetDesert	Rock	rocks	0	2	2	38	wetrocks	rock02	rock02shad	0	1	100	25	2000		rock02rec										rock02boom	wetcrush22		1				1				wetrock02scar		
WetDesert\rocks.WetRock02Scar	WetDesert	Damaged Terrain	scars	0	2	2	0	wetscars	rock02scar		0	1	100		20000													wetrock02scar						0						
WetDesert\rocks.WetRock03	WetDesert	Rock	rocks	0	2	2	26	wetrocks	rock03	rock03shad	0	1	100	50	2000		rock03rec										rock03boom	wetcrush22		1				1				wetrock03scar		
WetDesert\rocks.WetRock03Scar	WetDesert	Damaged Terrain	scars	0	2	2	0	wetscars	rock03scar		0	1	100		20000													wetrock03scar						0						
WetDesert\rocks.WetRock04	WetDesert	Rock	rocks	0	7	4	67	wetrocks	rock04	rock04shad	0	1	100	150	2000		rock04rec										rock04boom	wetcrush74		1				1				wetrock04scar		
WetDesert\rocks.WetRock04Scar	WetDesert	Damaged Terrain	scars	0	7	4	0	wetscars	rock04scar		0	1	100		20000													wetrock04scar						0						
WetDesert\rocks.WetRock05	WetDesert	Rock	rocks	0	2	2	80	wetrocks	rock05	rock05shad	0	1	100	100	2000		rock05rec										rock05boom	wetcrush22		1				1				wetrock05scar		
WetDesert\rocks.WetRock05Scar	WetDesert	Damaged Terrain	scars	0	2	2	0	wetscars	rock05scar		0	1	100		20000													wetrock05scar						0						
WetDesert\rocks.WetRock06	WetDesert	Rock	rocks	0	4	3	57	wetrocks	rock06	rock06shad	0	1	100	75	2000		rock06rec										rock06boom	wetcrush43		1				1				wetrock06scar		
WetDesert\rocks.WetRock06Scar	WetDesert	Damaged Terrain	scars	0	4	3	0	wetscars	rock06scar		0	1	100		20000													wetrock06scar						0						
WetDesert\rocks.WetRock07	WetDesert	Rock	rocks	0	4	3	80	wetrocks	rock07	rock07shad	0	1	100	100	2000		rock07rec										rock07boom	wetcrush43		1				1				wetrock07scar		
WetDesert\rocks.WetRock07Scar	WetDesert	Damaged Terrain	scars	0	4	3	0	wetscars	rock07scar		0	1	100		20000													wetrock07scar						0						
WetDesert\rocks.WetRock08	WetDesert	Rock	rocks	0	3	2	32	wetrocks	rock08	rock08shad	0	1	100	50	2000		rock08rec										rock08boom	wetcrush32		1				1				wetrock08scar		
WetDesert\rocks.WetRock08Scar	WetDesert	Damaged Terrain	scars	0	3	2	0	wetscars	rock08scar		0	1	100		20000													wetrock08scar						0						
WetDesert\rocks.WetRock09	WetDesert	Rock	rocks	0	4	3	60	wetrocks	rock09	rock09shad	0	1	100	75	2000		rock09rec										rock09boom	wetcrush43		1				1				wetrock09scar		
WetDesert\rocks.WetRock09Scar	WetDesert	Damaged Terrain	scars	0	4	3	0	wetscars	rock09scar		0	1	100		20000													wetrock09scar						0						
WetDesert\rocks.WetRock10	WetDesert	Rock	rocks	0	2	1	1	wetrocks	rock10	rock10shad	0	1	100	25	2000		rock10rec											wetrock10scar		1				1				wetrock10scar		
WetDesert\rocks.WetRock10Scar	WetDesert	Damaged Terrain	scars	0	2	1	0	wetscars	rock10scar		0	1	100		20000													wetrock10scar						0						
WetDesert\rocks.WetRock11	WetDesert	Rock	rocks	0	1	1	1	wetrocks	rock11	rock11shad	0	1	100	25	2000		rock11rec											wetrock11scar		1				1				wetrock11scar		
WetDesert\rocks.WetRock11Scar	WetDesert	Damaged Terrain	scars	0	1	1	0	wetscars	rock11scar		0	1	100		20000													wetrock11scar						0						
WetDesert\rocks.WetRock12	WetDesert	Rock	rocks	0	2	2	15	wetrocks	rock12	rock12shad	0	1	100	25	2000		rock12rec										rock12boom	wetcrush22		1				1				wetrock12scar		
WetDesert\rocks.WetRock12Scar	WetDesert	Damaged Terrain	scars	0	2	2	0	wetscars	rock12scar		0	1	100		20000													wetrock12scar						0						
WetDesert\rocks.WetRock13	WetDesert	Rock	rocks	0	3	2	112	wetrocks	rock13	rock13shad	0	1	100	75	2000		rock13rec										rock13boom	wetcrush32		1				1				wetrock13scar		
WetDesert\rocks.WetRock13Scar	WetDesert	Damaged Terrain	scars	0	3	2	0	wetscars	rock13scar		0	1	100		20000													wetrock13scar						0						
WetDesert\rocks.WetRock14	WetDesert	Rock	rocks	0	3	3	80	wetrocks	rock14	rock14shad	0	1	100	75	2000		rock14rec										rock14boom	wetcrush33		1				1				wetrock14scar		
WetDesert\rocks.WetRock14Scar	WetDesert	Damaged Terrain	scars	0	3	3	0	wetscars	rock14scar		0	1	100		20000													wetrock14scar						0						
WetDesert\rocks.WetRock15	WetDesert	Rock	rocks	0	3	3	45	wetrocks	rock15	rock15shad	0	1	100	50	2000		rock15rec										rock15boom	wetcrush33		1				1				wetrock15scar		
WetDesert\rocks.WetRock15Scar	WetDesert	Damaged Terrain	scars	0	3	3	0	wetscars	rock15scar		0	1	100		20000													wetrock15scar						0						
WetDesert\rocks.WetRock16	WetDesert	Rock	rocks	0	3	2	20	wetrocks	rock16	rock16shad	0	1	100	25	2000		rock16rec										rock16boom	wetcrush32		1				1				wetrock16scar		
WetDesert\rocks.WetRock16Scar	WetDesert	Damaged Terrain	scars	0	3	2	0	wetscars	rock16scar		0	1	100		20000													wetrock16scar						0						
WetDesert\rocks.WetCrush74	WetDesert	Rock	rocks	0	7	4	0	wetcrush	rockcrush74	rockcrush74shad	0	1	100	75	2000		rockcrush74rec										rockcrush74boom	wetcrush74scar		1				1				wetcrush74scar		
WetDesert\rocks.WetCrush74Scar	WetDesert	Damaged Terrain	scars	0	7	4	0	wetscars	rockcrush74scar		0	1	100		20000													wetcrush74scar						0						
WetDesert\rocks.WetCrush43	WetDesert	Rock	rocks	0	4	3	0	wetcrush	rockcrush43	rockcrush43shad	0	1	100	50	2000		rockcrush43rec										rockcrush43boom	wetcrush43scar		1				1				wetcrush43scar		
WetDesert\rocks.WetCrush43Scar	WetDesert	Damaged Terrain	scars	0	4	3	0	wetscars	rockcrush43scar		0	1	100		20000													wetcrush43scar						0						
WetDesert\rocks.WetCrush33	WetDesert	Rock	rocks	0	3	3	0	wetcrush	rockcrush33	rockcrush33shad	0	1	100	50	2000		rockcrush33rec										rockcrush33boom	wetcrush33scar		1				1				wetcrush33scar		
WetDesert\rocks.WetCrush33Scar	WetDesert	Damaged Terrain	scars	0	3	3	0	wetscars	rockcrush33scar		0	1	100		20000													wetcrush33scar						0						
WetDesert\rocks.WetCrush32	WetDesert	Rock	rocks	0	3	2	0	wetcrush	rockcrush32	rockcrush32shad	0	1	100	25	2000		rockcrush32rec										rockcrush32boom	wetcrush32scar		1				1				wetcrush32scar		
WetDesert\rocks.WetCrush32Scar	WetDesert	Damaged Terrain	scars	0	3	2	0	wetscars	rockcrush32scar		0	1	100		20000													wetcrush32scar						0						
WetDesert\rocks.WetCrush22	WetDesert	Rock	rocks	0	2	2	0	wetcrush	rockcrush22	rockcrush22shad	0	1	100	25	2000		rockcrush22rec										rockcrush22boom	wetcrush22scar		1				1				wetcrush22scar		
WetDesert\rocks.WetCrush22Scar	WetDesert	Damaged Terrain	scars	0	2	2	0	wetscars	rockcrush22scar		0	1	100		20000													wetcrush22scar						0						
WetDesert\vents.WetVent01	WetDesert	Thermal Vent	steamvents	1	1	1	0	wetvents	vent01				0			1																			1					
WetDesert\vents.WetVent02	WetDesert	Thermal Vent	steamvents	1	1	1	0	wetvents	vent02				0			1																			1					
WetDesert\vents.WetVent03	WetDesert	Thermal Vent	steamvents	1	1	1	0	wetvents	vent03				0			1																			1					
WetDesert\vents.WetVent04	WetDesert	Thermal Vent	steamvents	1	1	1	0	wetvents	vent04				0			1																			1					
WetDesert\vents.WetVent05	WetDesert	Thermal Vent	steamvents	1	1	1	0	wetvents	vent05				0			1																			1					
WetDesert\vents.WetVent06	WetDesert	Thermal Vent	steamvents	1	1	1	0	wetvents	vent06				0			1																			1					
WetDesert\watermetal.wetaquaore1	WetDesert	Metal	metal	0	3	3	0	wetaquaore	wetaquaore1		0	1	5	84	32009	1																								
WetDesert\watermetal.wetaquaore2	WetDesert	Metal	metal	0	3	3	0	wetaquaore	wetaquaore2		0	1	5	133	32009	1																								
WetDesert\watermetal.wetaquaore3	WetDesert	Metal	metal	0	3	3	0	wetaquaore	wetaquaore3		0	1	5	220	32009	1																								
